country,country_clean,title,views_total,views_median,title_clean,lat,long,city/mountain/poi,extract
Equatorial_Guinea,Equatorial Guinea,Palm_Trees_in_the_Snow,786618,538.4106776,Palm Trees in the Snow,1.864,9.766,Bata,"Palm Trees in the Snow (Spanish: Palmeras en la nieve) is a 2015 Spanish romantic drama film directed by Fernando González Molina. The screenplay is based on the novel of the same name, Palmeras en la..."
Equatorial_Guinea,Equatorial Guinea,Marfil_(film),4449,3.0451745,Marfil ,3.756,8.782,Malabo,"Marfil is a 2011 documentary film. Synopsis: The first filmmaker arrived in Equatorial Guinea in 1904. The last movie theatre closed in Malabo in the 1990s. In 2011, during the II African Film Festival..."
Eritrea,Eritrea,Heart_of_Fire_(film),13376,9.1553730,Heart of Fire ,15.338,38.932,Asmara,"Heart of Fire (also known by its original German name, Feuerherz) is a 2009 German docudrama directed by Luigi Falorni.  The film was inspired by the best selling book of German singer Senait Ghebrehiwet..."
Eritrea,Eritrea,White_Hotel_(film),5644,3.8631075,White Hotel ,15.778,38.451,Keren,"White Hotel is a documentary film produced by American filmmakers Dianne Griffin and Tobi Solvang. It was shot in Eritrea. The film focuses on the issue of HIV/AIDS infection in Eritrea. The ""White Hotel..."""
Eritrea,Eritrea,La_pattuglia_dell'Amba_Alagi,5196,3.5564682,La pattuglia dell'Amba Alagi,15.608,39.475,Massawa,"La pattuglia dell'Amba Alagi (i. e. The Patrol of Amba Alagi"") is a 1953 Italian war melodrama film written and directed by Flavio Calzavara and starring Luciano Tajoli and Milly Vitale.  It was a commercial..."""
Eritrea,Eritrea,The_Best_of_Enemies_(1961_film),4828,3.3045859,The Best of Enemies (1961 film),13.009,42.739,Assab,"The Best of Enemies (I due nemici) is a 1961 Italian film directed by Guy Hamilton and Alessandro Blasetti set during the World War II East African Campaign, but filmed in Israel. It stars David Niven..."
Estonia,Estonia,Baltic_Storm,30030,20.5544148,Baltic Storm,59.437,24.754,Tallinn,"Baltic Storm is a 2003 film written and directed by Reuben Leder about the 1994 MS Estonia disaster. Based on the book Die Estonia: Tragödie eines Schiffsuntergangs by German journalist Jutta Rabe, the..."
Estonia,Estonia,Candles_in_the_Dark,25543,17.4832307,Candles in the Dark,58.381,26.725,Tartu,"Candles in the Dark is a 1993 American made for television Christmas drama film directed by Maximilian Schell. Produced for The Family Channel, the film stars Alyssa Milano and Chad Lowe. Plot: When..."
Estonia,Estonia,Viimne_reliikvia,23208,15.8850103,Viimne reliikvia,59.377,28.19,Narva,Viimne reliikvia (Estonian for The last Relic) is a 1969 Estonian-language Soviet film based on Vürst Gabriel ehk Pirita kloostri viimsed päevad (Estonian for Prince Gabriel or The Last Days of Pirita...
Estonia,Estonia,A_Spell_to_Ward_Off_the_Darkness,19860,13.5934292,A Spell to Ward Off the Darkness,59.399,27.273,Kohtla-Järve,"A Spell To Ward Off the Darkness is a 2013 experimental film directed by Ben Russell and Ben Rivers, starring Robert Aiki Aubrey Lowe. It was released to critical acclaim, winning two awards, including..."
Estonia,Estonia,Names_in_Marble_(film),18304,12.5284052,Names in Marble ,58.386,24.497,Pärnu,Names in Marble (Estonian: Nimed marmortahvlil) is an Estonian 2002 film directed by Elmo Nüganen. It is based on the novel of the same name written by Albert Kivikas in 1936 about the Estonian War of...
Estonia,Estonia,Spring_(1969_film),17731,12.1362081,Spring (1969 film),58.364,25.59,Viljandi,Spring (Estonian: Kevade) is a 1969 Estonian film directed by Arvo Kruusement and is a film adaptation of Oskar Luts' popular novel of the same name. The movie placed first place in the Estonian feature...
Estonia,Estonia,Screwed_in_Tallinn,15794,10.8104038,Screwed in Tallinn,59.346,26.356,Rakvere,"Screwed in Tallinn (Swedish: Torsk på Tallinn) is a 1999 Swedish comedy-drama film written by and starring the comedy group Killinggänget, and directed by their member Tomas Alfredson. Made in a mockumentary..."
Estonia,Estonia,The_Poll_Diaries,11902,8.1464750,The Poll Diaries,59.397,27.763,Sillamäe,The Poll Diaries (German: Poll) is a 2010 German drama film directed by Chris Kraus. The Poll Diaries is the most expensive film that has ever been made in Estonia. Cast: Paula Beer as Oda von Siering...
Estonia,Estonia,Revolution_of_Pigs,6661,4.5592060,Revolution of Pigs,59.465,25,Maardu,The Revolution of Pigs (Estonian: Sigade revolutsioon) is a 2004 Estonian comedy film that was a feature film debut for 2 young Estonian directors René Reinumägi and Jaak Kilmi.  Fueled by a great soundtrack...
Eswatini,Eswatini,The_Wild_Geese,514811,352.3689254,The Wild Geese,-26.499,31.38,Manzini,"The Wild Geese is a 1978 British-Swiss war film directed by Andrew V. McLaglen and starring Richard Burton, Roger Moore, Richard Harris, and Hardy Krüger. The screenplay concerns a group of mercenaries..."
Eswatini,Eswatini,Wah-Wah_(film),87713,60.0362765,Wah-Wah ,-26.317,31.133,Mbabane,"Wah-Wah is a 2005 British-French-South African drama film written and directed by Richard E. Grant. Loosely based on his childhood in Swaziland (now Eswatini), as depicted in Grant's memoir, The Wah-Wah..."""
Eswatini,Eswatini,Without_the_King,17831,12.2046543,Without the King,-26.817,31.933,Big Bend,"Without the King is a 2007 documentary film by Michael Skolnik, an American filmmaker. It follows problems of Swaziland, a landlocked country in southern Africa.The film features Mswati III, the king of..."
Eswatini,Eswatini,The_King_and_the_People,3877,2.6536619,The King and the People,-26.567,31.183,Malkerns,"The King and the People is a 2013 documentary film by Simon Bright, a Zimbabwean filmmaker. It follows problems of Swaziland, a landlocked country in southern Africa. The film features Mswati III, the…"""
Ethiopia,Ethiopia,Beyond_Borders_(film),226667,155.1451061,Beyond Borders ,9.025,38.747,Addis Ababa,"Beyond Borders is a 2003 romantic-drama film about aid workers, directed by  Martin Campbell and starring Angelina Jolie, Clive Owen, Teri Polo and Kate Ashfield. The original music score was composed..."
Ethiopia,Ethiopia,Into_the_Inferno_(film),205774,140.8446270,Into the Inferno ,9.593,41.866,Dire Dawa,"Into the Inferno is a 2016 documentary film directed by Werner Herzog. In it, Herzog explores active volcanoes from around the world, and the people who live near them, with volcanologist and co-director..."
Ethiopia,Ethiopia,Shaft_in_Africa,133755,91.5503080,Shaft in Africa,13.497,39.475,Mek'ele,Shaft in Africa is a 1973 film directed by John Guillermin and is the third and final film in the blaxploitation trilogy of films starring Richard Roundtree as John Shaft. Stirling Silliphant wrote the...
Ethiopia,Ethiopia,Black_Gold_(2006_film),70458,48.2258727,Black Gold (2006 film),8.55,39.267,Nazrēt,Black Gold is a 2006 documentary film that follows the efforts of an Ethiopian coffee-union manager as he travels the world to obtain a better price for his workers' coffee beans. The film was directed...
Ethiopia,Ethiopia,Time_to_Kill_(1989_film),66112,45.2511978,Time to Kill (1989 film),11.594,37.391,Bahir Dar,Time to Kill (Italian: Tempo di uccidere) is a 1989 Italian drama film starring Nicolas Cage and Italian actors Ricky Tognazzi and Giancarlo Giannini . It is directed by Giuliano Montaldo. The film is...
Ethiopia,Ethiopia,Adwa_(film),25069,17.1587953,Adwa ,12.6,37.467,Gonder,"Adwa - An African Victory is a 1999 Ethiopian documentary film directed by Haile Gerima.  It concerns the Battle of Adowa (Adwa) (1896).Plot summary: In 1896, Ethiopia defeats an Italian military..."
Ethiopia,Ethiopia,Teza_(film),24857,17.0136893,Teza ,11.133,39.633,Dessie,Teza is a 2008 Ethiopian drama film about the Derg period in Ethiopia. Teza won the top award at the 2009 Panafrican Film and Television Festival of Ouagadougou. The film was directed and written by Haile...
Ethiopia,Ethiopia,The_Athlete_(2009_film),12407,8.4921287,The Athlete (2009 film),7.062,38.476,Awasa,"The Athlete (Amharic: እትሌቱ, Atletu) is a 2009 Ethiopian drama film directed by Davey Frankel and Rasselas Lakew. The film was selected as the Ethiopian entry for the Best Foreign Language Film at the 83rd..."
Ethiopia,Ethiopia,The_Mask_of_Sheba,10575,7.2381930,The Mask of Sheba,7.673,36.834,Jimma,"The Mask of Sheba is a 1970 American made-for-television adventure film starring Walter Pidgeon, Inger Stevens, Eric Braeden, William Marshall and Stephen Young. It is directed by David Lowell Rich and..."
Ethiopia,Ethiopia,Fascist_Legacy,10259,7.0219028,Fascist Legacy,8.752,38.978,Bishoftu,"Fascist Legacy is a 1989 BBC documentary TV miniseries about Italian war crimes during World War II. It consists of two parts. The first part itself consists of two sections and was aired on 1 November..."""
Falkland_Islands,Falkland Islands,Pirates_of_Treasure_Island,85407,58.4579055,Pirates of Treasure Island,-51.7,-58.826,Mount Usborne,"Pirates of Treasure Island is a 2006 American comedy-drama film produced by The Asylum, loosely adapted from Robert Louis Stevenson's novel Treasure Island. The film was criticized as an imitation of the..."""
Falkland_Islands,Falkland Islands,Tumbledown,80561,55.1409993,Tumbledown,-51.608,-59.949,Mount Robinson,"Tumbledown is a 1988 BBC Television drama film set during the Falklands War. Directed by Richard Eyre, it stars Colin Firth, Paul Rhys, and David Calder. Synopsis: The film centres on the experiences..."
Falkland_Islands,Falkland Islands,Resurrected_(film),54525,37.3203285,Resurrected ,-51.582,-60.066,Mount Adam,"Resurrected is a 1989 drama film directed by Paul Greengrass in his directorial debut, written by Martin Allen, and starring David Thewlis. It is based on the story of the British soldier Philip Williams..."
Falkland_Islands,Falkland Islands,An_Ungentlemanly_Act,54317,37.1779603,An Ungentlemanly Act,-51.618,-59.602,Mount Maria,"An Ungentlemanly Act is a 1992 BBC television film about the first days of the invasion of the Falkland Islands in 1982. Production: The film was written and directed by Stuart Urban, and commissioned..."
Falkland_Islands,Falkland Islands,Blessed_by_Fire,33979,23.2573580,Blessed by Fire,-51.633,-58.535,Mount Simon,"Blessed by Fire (Spanish: Iluminados por el fuego) (2005) is an  Argentine film about the Falklands War written and directed by Tristán Bauer.  The film features Gastón Pauls, Pablo Ribba, César Albarracín..."
Falkland_Islands,Falkland Islands,Cysgod_Rhyfel,10542,7.2156057,Cysgod Rhyfel,-51.734,-58.534,Mount Wickham,"Cysgod Rhyfel, also known as The Shadow of War, is a 2014 documentary film which explores the mental effects of conflict on former soldiers and their families. Predominantly in Welsh, the film was first..."
Faroe_Islands,Faroe Islands,Barbara_(1997_film),15818,10.8268309,Barbara (1997 film),62.01,-6.772,Tórshavn,"Barbara is a 1997 Danish drama film directed by Nils Malmros and stars Anneke von der Lippe and Lars Simonsen. Adapted from the classic Faroese novel by writer Jørgen-Frantz Jacobsen, the film is about..."
Faroe_Islands,Faroe Islands,The_Dance_(1998_film),1798,1.2306639,The Dance (1998 film),62.227,-6.589,Klaksvík,"The Dance (Icelandic: Dansinn (pronunciation )) is a 1998 Icelandic drama film produced and directed by Ágúst Guðmundsson. It is set in the Faroe Islands and revolves a wedding which is interrupted when..."" 	"
Faroe_Islands,Faroe Islands,Shadow_Over_the_Islands,35,0.0239562,Shadow Over the Islands,62.034,-6.781,Hoyvík,"Schatten über den Inseln (English-language title: Shadow Over The Islands) is an East German black-and-white film, directed by Otto Meyer. It was released in 1952. Plot: In a small village on the..."
Federated_States_of_Micronesia,Federated States of Micronesia,Deep_Sea_Monster_Reigo,31707,21.7022587,Deep Sea Monster Reigo,7.446,151.841,Weno,"Reigo: The Deep-Sea Monster vs. the Battleship Yamato (深海獣レイゴー, Shinkaijū Reigō) is a 2005 independent tokusatsu film by Shinpei Hayashiya. Veteran artist Keita Amemiya designed the titular monster. The..."
Fiji,Fiji,Soarin',417383,285.6830938,Soarin',-18.142,-178.441,Suva,"Soarin', also known as Soarin' Around the World, Soaring Over the Horizon and Soaring: Fantastic Flight is a flight motion simulator attraction at Disney California Adventure, Epcot, and Shanghai Disneyland..."
Fiji,Fiji,Santa_Banta_Pvt_Ltd,230718,157.9178645,Santa Banta Pvt Ltd,-17.617,-177.45,Lautoka,"Santa Banta Pvt. Ltd. is a 2016 Bollywood spy-comedy film directed by Akashdeep Sabir, produced by Viacom 18 and distributed by Viacom 18 and Cinetek Telefilms. The film features Vir Das, Boman Irani,..."
Fiji,Fiji,Boot_Camp_(film),154881,106.0102669,Boot Camp ,-17.803,-177.416,Nadi,"Boot Camp, also released in the UK as Punishment, is a 2008 psychological suspense thriller film written by Agatha Dominik and John Cox and directed by Christian Duguay.The film's working title was Straight..."
Fiji,Fiji,Doraemon:_Nobita_and_the_Island_of_Miracles—Animal_Adventure,100061,68.4880219,Doraemon: Nobita and the Island of Miracles—Animal Adventure,-16.433,-179.365,Labasa,"Doraemon: Nobita and the Island of Miracles ~Animal Adventure~ (映画ドラえもん のび太と奇跡の島 ～アニマル アドベンチャー～, Eiga Doraemon Nobita to Kiseki no Shima 〜Animal Adventure〜), also known as Doraemon Animal Adventure and..."
Fiji,Fiji,Attack_of_the_Sabretooth,48862,33.4442163,Attack of the Sabretooth,-17.534,-177.674,Ba,"Attack of the Sabretooth is a 2005 American made-for-television horror film directed by George T. Miller and starring Robert Carradine, Nicholas Bell, Brian Wimmer and Stacy Haiduk. It was filmed on location..."
Fiji,Fiji,Elf_Bowling_the_Movie:_The_Great_North_Pole_Elf_Strike,42283,28.9411362,Elf Bowling the Movie: The Great North Pole Elf Strike,-18.067,-179.317,Levuka,Elf Bowling the Movie: The Great North Pole Elf Strike is a 2007 American computer animated film based on the game Elf Bowling. The film was outsourced in South Korea for its animation department and visual...
Fiji,Fiji,Bula_Quo!,37158,25.4332649,Bula Quo!,-17.614,-178.018,Tomanivi,"Bula Quo! is a 2013 British adventure comedy film directed by Stuart St Paul, starring Jon Lovitz, Craig Fairbrass, Laura Aikman and Status Quo musicians Francis Rossi and Rick Parfitt. Plot: The..."
Fiji,Fiji,The_Land_Has_Eyes,12190,8.3436003,The Land Has Eyes,-17.668,-177.574,Koroyanitu,The Land Has Eyes (Pear ta ma 'on maf in Rotuman) is a 2004 Fiji Islander film written and directed by Vilsoni Hereniko. It is the first ever (and so far only) feature film from Fiji. Plot: The main...
Fiji,Fiji,Girl_of_the_Port,8461,5.7912389,Girl of the Port,-16.627,-179.397,Sorolevu,"Girl of the Port is a 1930 romantic film, directed by Bert Glennon, from a screenplay by Beulah Marie Dix with dialogue from Frank Reicher.  The film was based on a short story, entitled The Fire-walker..."
Fiji,Fiji,Avengers_of_the_Reef,7504,5.1362081,Avengers of the Reef,-16.690604,-179.877179,Matei Airport,Avengers of the Reef is a 1973 Australian children's film. Plot: Scientists Bill Stewart goes to Fiji with his son Tim to investigate the appearance of the Crown of Thorns starfish in the reefs off...
Finland,Finland,Hanna_(film),2128681,1457.0027379,Hanna ,60.17,24.935,Helsinki,"Hanna is a 2011 action-adventure thriller film directed by Joe Wright. The film stars Saoirse Ronan as the title character, a girl raised in the wilderness of northern Finland by her father, an ex-CIA..."
Finland,Finland,Big_Game_(2014_film),935399,640.2457221,Big Game (2014 film),60.205,24.652,Espoo,"Big Game is a 2014 Finnish action-comedy adventure film directed by Jalmari Helander, based on the original story by Helander and Petri Jokiranta. The film stars Samuel L. Jackson, Onni Tommila, Felicity..."
Finland,Finland,Shamitabh,902658,617.8357290,Shamitabh,61.499,23.787,Tampere,"Shamitabh is a 2015 Indian satirical drama film written and directed by R. Balki. The film features Amitabh Bachchan, Dhanush and Akshara Haasan, in her debut, in the lead roles. The film is jointly produced..."
Finland,Finland,The_Jackal_(1997_film),897540,614.3326489,The Jackal (1997 film),60.294,25.041,Vantaa,"The Jackal is a 1997 American political action thriller film directed by Michael Caton-Jones, and starring Bruce Willis, Richard Gere, and Sidney Poitier. The film, which is a loose remake of the 1973..."
Finland,Finland,White_Nights_(1985_film),479171,327.9746749,White Nights (1985 film),60.451,22.269,Turku,"White Nights is a 1985 American drama film directed by Taylor Hackford and starring Mikhail Baryshnikov, Gregory Hines, Jerzy Skolimowski, Helen Mirren and Isabella Rossellini. It was choreographed by..."
Finland,Finland,The_Unknown_Soldier_(2017_film),275824,188.7912389,The Unknown Soldier (2017 film),65.012,25.468,Oulu,"The Unknown Soldier (Finnish: Tuntematon sotilas) is a 2017 Finnish war drama independent film and the third adaption of the 1954 bestselling Finnish classic novel of the same name by Väinö Linna, a book..."
Finland,Finland,Night_on_Earth,241498,165.2963723,Night on Earth,60.983,25.662,Lahti,"Night on Earth is a 1991 film written and directed by Jim Jarmusch. It is a collection of five vignettes, taking place during the same night, concerning the temporary bond formed between taxi driver and..."
Finland,Finland,Rare_Exports:_A_Christmas_Tale,233276,159.6687201,Rare Exports: A Christmas Tale,62.892,27.677,Kuopio,Rare Exports: A Christmas Tale is a 2010 Finnish dark fantasy horror thriller film written and directed by Jalmari Helander about people living near the Korvatunturi mountain who discover the secret behind...
Finland,Finland,Billion_Dollar_Brain,171995,117.7241615,Billion Dollar Brain,62.241,25.721,Jyvaskyla,Billion Dollar Brain is a 1967 British Technicolor espionage film directed by Ken Russell and based on the novel of the same name by Len Deighton. The film features Michael Caine as secret agent Harry...
Finland,Finland,The_Other_Side_of_Hope,133115,91.1122519,The Other Side of Hope,61.483,21.783,Pori,"The Other Side of Hope (Finnish: Toivon tuolla puolen) is a 2017 Finnish comedy-drama film written, produced, and directed by Aki Kaurismäki. The film was produced by Kaurismäki's Finnish company Sputnik..."
France,France,Dunkirk_(2017_film),17408092,11915.1895962,Dunkirk (2017 film),51.034617,2.372681,Dunkirk,"Dunkirk is a 2017 war film written, directed, and produced by Christopher Nolan that depicts the Dunkirk evacuation of World War II.  Its ensemble cast includes Fionn Whitehead, Tom Glynn-Carney, Jack..."
France,France,Beauty_and_the_Beast_(2017_film),15825302,10831.8288843,Beauty and the Beast (2017 film),48.853,2.349,Paris,Beauty and the Beast is a 2017 American musical romantic fantasy film directed by Bill Condon from a screenplay written by Stephen Chbosky and Evan Spiliotopoulos. Co-produced by Walt Disney Pictures and...
France,France,Inglourious_Basterds,7431287,5086.4387406,Inglourious Basterds,43.297,5.381,Marseille,"Inglourious Basterds is a 2009 war film written and directed by Quentin Tarantino and starring Brad Pitt, Christoph Waltz, Michael Fassbender, Eli Roth, Diane Kruger, Til Schweiger and Mélanie Laurent..."
France,France,Fifty_Shades_Freed_(film),5642085,3861.7967146,Fifty Shades Freed ,45.748,4.847,Lyon,"Fifty Shades Freed is a 2018 American erotic romantic drama film directed by James Foley and written by Niall Leonard, and based on E. L. James's 2012 novel of the same name. It is the third and final..."
France,France,Beauty_and_the_Beast_(1991_film),5481247,3751.7091034,Beauty and the Beast (1991 film),43.604,1.444,Toulouse,Beauty and the Beast is a 1991 American animated musical romantic fantasy film produced by Walt Disney Feature Animation and released by Walt Disney Pictures. The 30th Disney animated feature film and...
France,France,Catch_Me_If_You_Can,5208274,3564.8692676,Catch Me If You Can,43.703,7.266,Nice,"Catch Me If You Can is a 2002 American biographical crime film directed and produced by Steven Spielberg from a screenplay by Jeff Nathanson. The film stars Leonardo DiCaprio and Tom Hanks, with Christopher..."
France,France,Allied_(film),4753758,3253.7700205,Allied ,47.217,-1.553,Nantes,Allied is a 2016 British-American war thriller film directed by Robert Zemeckis and written by Steven Knight. It stars Brad Pitt as a Canadian intelligence officer and Marion Cotillard as a French Resistance...
France,France,The_Lost_City_of_Z_(film),4570270,3128.1793292,The Lost City of Z ,48.584,7.746,Strasbourg,"The Lost City of Z is a 2016 American biographical adventure drama film written and directed by James Gray, based on the 2009 book of the same name by David Grann. It portrays real events surrounding the..."
France,France,Les_Misérables_(2012_film),4147264,2838.6475017,Les Misérables (2012 film),43.611,3.877,Montpellier,"Les Misérables is a 2012 musical drama film directed by Tom Hooper and scripted by William Nicholson, Alain Boublil, Claude-Michel Schönberg, and Herbert Kretzmer, based on the 1862 French novel of the..."
France,France,Edge_of_Tomorrow,4058175,2777.6694045,Edge of Tomorrow,44.84,-0.581,Bordeaux,"Edge of Tomorrow (also known by its marketing tagline Live. Die. Repeat., and renamed as such on home release) is a 2014 American science fiction action film starring Tom Cruise and Emily Blunt. Doug Liman..."
French_Guiana,French Guiana,Papillon_(2017_film),1834625,1255.7323751,Papillon (2017 film),4.933,-52.333,Cayenne,"Papillon is a 2017 biographical drama film directed by Michael Noer. It tells the story of French convict Henri Charrière (Charlie Hunnam), nicknamed Papillon (butterfly""),  who was imprisoned in 1933..."""
French_Guiana,French Guiana,Papillon_(1973_film),641773,439.2696783,Papillon (1973 film),4.849,-52.324,Matoury,Papillon is a 1973 historical period drama prison film directed by Franklin J. Schaffner. The screenplay by Dalton Trumbo and Lorenzo Semple Jr. was based on the 1969 autobiography by the French convict...
French_Guiana,French Guiana,We're_No_Angels_(1955_film),163324,111.7891855,We're No Angels (1955 film),5.502,-54.029,Saint-Laurent-du-Maroni,"We're No Angels is a 1955 Christmas comedy film directed by Michael Curtiz and starring Humphrey Bogart, Peter Ustinov, Aldo Ray, Joan Bennett, Basil Rathbone, and Leo G. Carroll. Shot in both  VistaVision..."
French_Guiana,French Guiana,The_Life_of_Emile_Zola,146176,100.0520192,The Life of Emile Zola,5.163,-52.643,Kourou,"The Life of Emile Zola is a 1937 American biographical film about 19th-century French author Émile Zola, starring Paul Muni and directed by William Dieterle, a German emigré.  It is notable as the second..."
French_Guiana,French Guiana,Passage_to_Marseille,110532,75.6550308,Passage to Marseille,4.917,-52.267,Rémire-Montjoly,"Passage to Marseille, also known as Message to Marseille, is a 1944 war film made by Warner Brothers, directed by Michael Curtiz. The screenplay was by Casey Robinson and Jack Moffitt from the novel Sans..."
French_Guiana,French Guiana,Strange_Cargo_(1940_film),66574,45.5674196,Strange Cargo (1940 film),4.912,-52.374,Macouria,Strange Cargo is a 1940 American romantic drama film directed by Frank Borzage and starring Clark Gable and Joan Crawford in a story about a group of fugitive prisoners from a French penal colony. The...
French_Guiana,French Guiana,Prisoner_of_Honor,30725,21.0301164,Prisoner of Honor,5.669,-53.779,Mana,"Prisoner of Honor is a 1991 British made-for-television drama film directed by Ken Russell and starring Richard Dreyfuss, Oliver Reed and Peter Firth. It was made by Warner Bros. Television and distributed..."
French_Guiana,French Guiana,I_Escaped_from_Devil's_Island,25745,17.6214921,I Escaped from Devil's Island,5.155,-54.343,Apatou,I Escaped from Devil's Island is a 1973 exploitation film about an escape attempt from Devil's Island. Roger Corman and Gene Corman produced this grim adventure saga which bears more than a passing resemblance...
French_Guiana,French Guiana,Devil's_Island_(1939_film),19961,13.6625599,Devil's Island (1939 film),4.273,-54.381,Grand-Santi,"Devil's Island is a 1939 American prison film directed by William Clemens and starring Boris Karloff. This film is notable for Karloff as the protagonist, opposed to the villain-like characters in his..."
French_Guiana,French Guiana,Condemned_(1929_film),18518,12.6748802,Condemned (1929 film),5.377,-52.957,Sinnamary,"Condemned is a 1929 American black and white pre-Code melodrama, directed by Wesley Ruggles, and starring Ronald Colman, Ann Harding, Dudley Digges, Louis Wolheim, William Elmer, and Wilhelm von Brincken..."
French_Polynesia,French Polynesia,Adrift_(2018_film),2483583,1699.9199179,Adrift (2018 film),-17.55,-149.6,Faaa,"Adrift is a 2018 American romantic drama film produced and directed by Baltasar Kormákur, and written by David Branson Smith, Aaron Kandell and Jordan Kandell. Based on a true story and set in 1983, the..."
French_Polynesia,French Polynesia,Godzilla_(1998_film),1567004,1072.5557837,Godzilla (1998 film),-17.537,-149.566,Papeete,Godzilla is a 1998 American monster film directed and co-written by Roland Emmerich. The film is a reimagining of Toho's Godzilla franchise and is the 23rd film in the franchise and the first Godzilla...
French_Polynesia,French Polynesia,"Six_Days,_Seven_Nights",462695,316.6974675,"Six Days, Seven Nights",-17.633,-149.6,Punaauia,"Six Days, Seven Nights is a 1998 American adventure comedy film directed by Ivan Reitman and starring Harrison Ford and Anne Heche. The screenplay was written by Michael Browning. It was filmed on location..."
French_Polynesia,French Polynesia,Mutiny_on_the_Bounty_(1962_film),457362,313.0472279,Mutiny on the Bounty (1962 film),-17.517,-149.533,Pirae,"Mutiny on the Bounty is a 1962 American Technicolor epic historical drama film starring Marlon Brando, Trevor Howard and Richard Harris, based on the novel Mutiny on the Bounty by Charles Nordhoff and..."
French_Polynesia,French Polynesia,Kon-Tiki_(2012_film),413940,283.3264887,Kon-Tiki (2012 film),-17.506,-149.489,Mahina,Kon-Tiki is a 2012 historical drama film directed by Joachim Rønning and Espen Sandberg about the 1947 Kon-Tiki expedition. The film was mainly shot on the island of Malta. The role of Thor Heyerdahl is...
French_Polynesia,French Polynesia,Mutiny_on_the_Bounty_(1935_film),393666,269.4496920,Mutiny on the Bounty (1935 film),-17.683,-149.583,Paea,"Mutiny on the Bounty is a 1935 American drama film directed by Frank Lloyd and starring Charles Laughton and Clark Gable, based on the Charles Nordhoff and James Norman Hall novel Mutiny on the Bounty..."
French_Polynesia,French Polynesia,Donovan's_Reef,373716,255.7946612,Donovan's Reef,-17.75,-149.55,Papao,"Donovan's Reef is a 1963 American Technicolor film starring John Wayne. It was directed by John Ford and filmed on location on Kauai, Hawaii. The cast included Elizabeth Allen, Lee Marvin, Jack Warden..."""
French_Polynesia,French Polynesia,The_Bounty_(1984_film),335728,229.7932923,The Bounty (1984 film),-17.517,-149.5,Arue,"The Bounty is a 1984 British historical drama film directed by Roger Donaldson, starring Mel Gibson and Anthony Hopkins, and produced by Bernard Williams with Dino De Laurentiis as executive producer...."
French_Polynesia,French Polynesia,Love_Affair_(1994_film),246231,168.5359343,Love Affair (1994 film),-17.744,-149.324,Afaahiti,Love Affair is a 1994 American romantic drama film and a remake of the 1939 film of the same name. It was directed by Glenn Gordon Caron and produced by Warren Beatty from a screenplay by Robert Towne...
French_Polynesia,French Polynesia,How_to_Stuff_a_Wild_Bikini,141057,96.5482546,How to Stuff a Wild Bikini,-16.507,-151.749,Vaitape,"How to Stuff a Wild Bikini is a 1965 Pathécolor beach party film from American International Pictures.  The sixth entry in a seven-film series, the movie features Mickey Rooney, Annette Funicello, Dwayne..."
Gabon,Gabon,The_Rhythm_of_My_Life:_Ismael_Sankara,3891,2.6632444,The Rhythm of My Life: Ismael Sankara,0.392,9.454,Libreville,"The Rhythm Of My Life: Ismael Sankara  is a short documentary film produced in Libreville, Gabon. It is written, directed and produced by Franck A. Onouviet and Marc A. Tchicot. The music is composed by..."
Gambia,Gambia,Roots_(1977_miniseries),1631565,1116.7453799,Roots (1977 miniseries),13.438,-16.678,Serrekunda,Roots is an American television miniseries based on Alex Haley's 1976 novel Roots: The Saga of an American Family. The series first aired on ABC in January 1977. Roots received 37 Primetime Emmy Award...
Gambia,Gambia,The_Mirror_Boy,23080,15.7973990,The Mirror Boy,13.271,-16.649,Brikama,"The Mirror Boy is a 2011 Nigerian fantasy adventure drama film written and directed by Obi Emelonye, produced by Patrick Campbell and starring Genevieve Nnaji, Osita Iheme and Edward Kagutuzi. The film..."
Gambia,Gambia,"Gambia,_The_Smiling_Coast",5409,3.7022587,"Gambia, The Smiling Coast",13.478,-16.682,Bakau,"Gambia, The Smiling Coast  is a Spanish 2010 documentary film set in Gambia. Synopsis: The documentary investigates the secrets of tourism, showing both its positive and its negative points. The tourism..."
Georgia,Georgia,Mom_(film),3163657,2165.4052019,Mom ,41.694,44.834,Tbilisi,"Mom is a 2017 Indian crime thriller film directed by Ravi Udyawar, based on a screenplay written by Aseel Safwat and  Girish Kohli. Produced by Randa Elamin, Sunil Manchanda, Mukesh Talreja, Naresh Agarwal..."
Georgia,Georgia,Undisputed_III:_Redemption,683848,468.0684463,Undisputed III: Redemption,42.268,42.695,Kutaisi,"Undisputed III: Redemption is a 2010 film directed by Isaac Florentine and starring Scott Adkins, Mykel Shannon Jenkins, Mark Ivanir and Hristo Shopov. The third installment in franchise started by the..."
Georgia,Georgia,Sniper:_Ghost_Shooter,286145,195.8555784,Sniper: Ghost Shooter,41.642,41.634,Batumi,Sniper: Ghost Shooter is a 2016 direct-to-video action film. The film is the sixth installment of the Sniper film series. Plot: Brandon Beckett is given another mission. Elite snipers Brandon Beckett...
Georgia,Georgia,5_Days_of_War,224075,153.3709788,5 Days of War,43.007,40.989,Sukhumi,5 Days of War (also known as 5 Days of August) is a 2011 action film by Finnish director Renny Harlin. The story is about the Russo-Georgian War over the Russian-backed breakaway autonomous republic of...
