country,title,clean_title,extract
Kenya,"Vishwatma","Vishwatma","Vishwatma is a 1992 Indian action thriller film directed by Rajiv Rai and starring Naseeruddin Shah, Sunny Deol, Chunky Pandey, Sonam and Jyotsna Singh in the lead roles and Divya Bharti in her Hindi film..."
Kenya,"Submergence","Submergence","Submergence is a 2017 romantic thriller film directed by Wim Wenders, based on the novel of same name by J. M. Ledgard. The film stars Alicia Vikander and James McAvoy. The film premiered at the 2017 Toronto..."
Kenya,"Born_Free","Born Free","Born Free is a 1966 British drama film starring Virginia McKenna and Bill Travers as Joy and George Adamson, a real-life couple who raised Elsa the Lioness, an orphaned lion cub, to adulthood, and released..."
Kiribati,"Sands_of_Iwo_Jima","Sands of Iwo Jima","Sands of Iwo Jima is a 1949 war film starring John Wayne that follows a group of United States Marines from training to the Battle of Iwo Jima during World War II. The film also features John Agar, Adele..."
Kiribati,"Up_Periscope","Up Periscope","Up Periscope is a 1959 World War II submarine film drama directed by Gordon Douglas and starring James Garner, Edmond O'Brien, Andra Martin and Alan Hale, Jr. The film was made in WarnerScope and Technicolor..."
Kiribati,"Pacific_Destiny","Pacific Destiny","Pacific Destiny is a 1956 British drama film directed by Wolf Rilla and starring Denholm Elliott, Susan Stephen and Michael Hordern. The screenplay concerns a young British couple who win the respect of..."
Kiribati,"Tarawa_Beachhead","Tarawa Beachhead","Tarawa Beachhead is a 1958 film directed by Paul Wendkos. It stars Columbia Pictures contract star Kerwin Mathews in his first leading role and the husband and wife team of Ray Danton and Julie Adams...."
Kiribati,"Anote's_Ark","Anote's Ark","Anote's Ark is a Canadian documentary film, directed by Matthieu Rytz and released in 2018. Profiling the impact of climate change on the island nation of Kiribati, which will be one of the first nations..."
Kiribati,"Gung_Ho!","Gung Ho!","Gung Ho! (full title: Gung Ho!: The Story of Carlson's Makin Island Raiders) is a 1943 American war film directed by Ray Enright and starring Randolph Scott. The story is based on the real-life World War..."
Kosovo,"The_Balkan_Line","The Balkan Line","The Balkan Line (Russian: Балканский рубеж, Balkanskiy rubezh; Serbian: Балканска међа / Balkanska međa) is a 2019 Russian-Serbian action film directed by Andrey Volgin, dedicated to the secret operation..."
Kosovo,"Battle_of_Kosovo_(film)","Battle of Kosovo (film)","Battle of Kosovo (Serbo-Croatian: Бој на Косову/Boj na Kosovu) is a 1989 Yugoslav historical drama/war film filmed in Serbia. The film was based on the drama written by poet Ljubomir Simović. It depicts..."
Kosovo,"The_Hornet","The Hornet","The Hornet is a 1998 Serbian drama film directed by Gorčin Stojanovic. Cast: Sergej Trifunović - Miljaim, Mirjana Joković - Adrijana, Dragan Jovanović - Inspektor Boban Djordjevic
Branimir Popović..."
Kosovo,"A_Film_with_No_Name","A Film with No Name","A Film with No Name (Serbian: Za Sada Bez Dobrog Naslova) is a 1988 Yugoslav drama film directed by Srđan Karanović. It won Golden Tulip Award at the International Istanbul Film Festival in 1989."
Kuwait,"Zero_Dark_Thirty","Zero Dark Thirty","Zero Dark Thirty is a 2012 American thriller film directed by Kathryn Bigelow and written by Mark Boal. The film dramatizes the nearly decade-long international manhunt for al Qaeda leader Osama bin Laden..."
Kuwait,"Jarhead_(film)","Jarhead (film)","Jarhead is a 2005 American biographical war drama film based on U.S. Marine Anthony Swofford's 2003 memoir of the same name, directed by Sam Mendes, starring Jake Gyllenhaal as Swofford with Jamie Foxx..."
Kuwait,"Three_Kings_(1999_film)","Three Kings (1999 film)","Three Kings is a 1999 American war film written and directed by David O. Russell from a story by John Ridley. It stars George Clooney, Mark Wahlberg, Ice Cube, and Spike Jonze as four American soldiers..."
Kuwait,"Best_Defense","Best Defense","Best Defense is a 1984 American comedy film starring Dudley Moore and Eddie Murphy. The original music score was composed by Patrick Williams. It was released by Paramount Pictures. Plot: The movie..."
Kuwait,"Live_from_Baghdad_(film)","Live from Baghdad (film)","Live from Baghdad is a television movie produced in 2002 by HBO. It was directed by Mick Jackson and co-written by Robert Wiener based on Wiener's book of the same title. The movie was released during..."
Kuwait,"Uncle_Sam_(film)","Uncle Sam (film)","Uncle Sam is a 1996 American horror comedy film directed by William Lustig, written by Larry Cohen, and starring Isaac Hayes.Plot: In Kuwait, a military unit uncovers an American helicopter that..."
Kuwait,"Fires_of_Kuwait","Fires of Kuwait","Fires of Kuwait is a 1992 American documentary film on the Kuwaiti oil fires directed by David Douglas. It was nominated for an Academy Award for Best Documentary Feature.. The film was the winner of the..."
Kuwait,"The_Heroes_of_Desert_Storm","The Heroes of Desert Storm","The Heroes of Desert Storm is a 1991 film that told the story of the Persian Gulf War's Operation Desert Shield and Operation Desert Storm from the point of view of several participants. Plot: On..."
Kuwait,"Second_Blood","Second Blood","Second Blood is a 2016 Kuwaiti action film, directed by Fawzi Al-Khatib, and written by Shehab Al-Fadhli and Fayez Hussein Ali. The film stars bodybuilding champion Abdulhadi Al-Khayat, Ranaa Ghandour..."
Kuwait,"The_Dupes","The Dupes","The Dupes (Arabic: المخدوعون‎; Al-makhdu'un) is a 1973 Syrian drama film directed by Tewfik Saleh and starring Mohamed Kheir-Halouani, Abderrahman Alrahy, Bassan Lotfi, Saleh Kholoki and Thanaa Debsi...."
Kyrgyzstan,"G.I._Joe:_The_Rise_of_Cobra","G.I. Joe: The Rise of Cobra","G.I. Joe: The Rise of Cobra is a 2009 American military science fiction action film based on the toy franchise created by Hasbro, with particular inspiration from the comic book series and toy line G.I..."
Kyrgyzstan,"Pure_Coolness","Pure Coolness","Pure Coolness (Kyrgyz: Boz Salkyn) is a 2007 film by Kyrgyz director Ernest Abdyjaparov. Plot: The film is about the traditional custom of Ala Kachuu – "bride stealing". The film addresses the question..."
Kyrgyzstan,"Beshkempir","Beshkempir","Beshkempir (released as  Beshkempir the Adopted Son in Anglophone countries, Le fils adoptif : Beshkempir in Francophone countries) is a 1998 Kyrgyz language film. Shot and produced in Kyrgyzstan, it is..."
Kyrgyzstan,"Where_the_Sky_Meets_the_Land","Where the Sky Meets the Land","Where the Sky Meets the Land (German: Wo der Himmel die Erde berührt) is a 2000 documentary film written and produced by Frank Müller.  The film features Kyrgyzstan, the home of poet Tschingis Aitmatov..."
Laos,"Air_America_(film)","Air America (film)","Air America is a 1990 American action comedy film directed by Roger Spottiswoode, starring Mel Gibson and Robert Downey Jr. as Air America pilots flying missions in Laos during the Vietnam War. When the..."
Laos,"The_Rocket_(2013_film)","The Rocket (2013 film)","The Rocket is a 2013 Australian drama film written and directed by Kim Mordaunt. It is set entirely in Northern Laos, and spoken in the Lao language. As an Australian production, it was the country’s entry..."
Laos,"River_(2015_Canadian_film)","River (2015 Canadian film)","River is a Canadian thriller film directed by Jamie M. Dagg. It premiered in the Discovery section of the 2015 Toronto International Film Festival. Sutherland garnered a Canadian Screen Award nomination..."
Laos,"Love_Is_Forever_(1982_film)","Love Is Forever (1982 film)","Love Is Forever (also known as Comeback) is a 1982 adventure drama film based on the experiences of Australian journalist John Everingham in Laos and Thailand. It was written, directed and co-produced..."
Laos,"The_Pottery_Maker","The Pottery Maker","The Pottery Maker, a Robert J. Flaherty film, follows the life of a potter and his everyday trials. The film asks the question, "what wouldn't a man do to survive?" Origins: After the release of his..."
Latvia,"Billion_Dollar_Brain","Billion Dollar Brain","Billion Dollar Brain is a 1967 British Technicolor espionage film directed by Ken Russell and based on the novel of the same name by Len Deighton. The film features Michael Caine as secret agent Harry..."
Latvia,"Coup_de_Grâce_(1976_film)","Coup de Grâce (1976 film)","Coup de Grâce (German: Der Fangschuß, French: Le Coup de grâce) is a 1976 West German film directed by Volker Schlöndorff. 
Adapted from the novel Coup de Grâce by the French author Marguerite Yourcenar..."
Latvia,"The_Priest_(film)","The Priest (film)","The Priest (Russian: Поп, romanized: Pop) is a 2009 Russian drama film directed by Vladimir Khotinenko. Plot: The film begins in June 1941 in the backwater village of Tikhoe in Latvia. Priest Alexander..."
Latvia,"The_Chronicles_of_Melanie","The Chronicles of Melanie","The Chronicles of Melanie (Latvian: Melānijas hronika) is a 2016 Latvian biographical drama film directed by Viestur Kairish, starring Sabine Timoteo. The film is based on the real life of Melānija Vanaga..."
Latvia,"Defenders_of_Riga","Defenders of Riga","Defenders of Riga (Latvian: Rīgas sargi) is a 2007 Latvian feature film directed by Aigars Grauba starring Elita Kļaviņa, Jānis Reinis, and Artūrs Skrastiņš. The film depicts the Latvian defense of Riga..."
Latvia,"I_Remember_Everything,_Richard","I Remember Everything, Richard","I Remember Everything, Richard (Latvian: Es visu atceros, Ričard) is a 1966 film produced during Soviet period at the Riga Film Studio. Another name for the film is Rock and Splinters (Latvian: Akmens..."
Latvia,"Men_Without_a_Fatherland","Men Without a Fatherland","Men Without a Fatherland (German: Menschen ohne Vaterland) is a 1937 German drama film directed by Herbert Maisch and starring Willy Fritsch, Maria von Tasnady and Willy Birgel.The film's sets were designed..."
Latvia,"Four_White_Shirts","Four White Shirts","Four White Shirts (Latvian: Četri balti krekli) or Breathe Depply (Elpojiet dziļi) is a 1967 film directed by Rolands Kalniņš. The film was prevented from being screened by Soviet censors for 20 years..."
Lebanon,"Munich_(film)","Munich (film)","Munich is a 2005 historical drama film produced and directed by Steven Spielberg and written by Tony Kushner and Eric Roth. It is based on the book Vengeance, an account of Operation Wrath of God, the..."
Lebanon,"The_Man_with_the_Golden_Gun_(film)","The Man with the Golden Gun (film)","The Man with the Golden Gun is a 1974 British spy film, the ninth in the James Bond series produced by Eon Productions, and the second to star Roger Moore as the fictional  MI6 agent James Bond. A loose..."
Lebanon,"Syriana","Syriana","Syriana is a 2005 American geopolitical thriller film written and directed by Stephen Gaghan, and executive produced by George Clooney, who also stars in the film with an ensemble cast. Gaghan's screenplay..."
Lebanon,"Brüno","Brüno","Brüno is a 2009 British-American mockumentary comedy film directed by Larry Charles and starring Sacha Baron Cohen, who produced, co-wrote, and played the gay Austrian fashion journalist Brüno. It is the..."
Lebanon,"Incendies","Incendies","Incendies (French: [ɛ̃.sɑ̃.di], "Fires") is a 2010 Canadian war film written and directed by Denis Villeneuve. Adapted from Wajdi Mouawad's play of the same name, Incendies stars Lubna Azabal, Mélissa..."
Lebanon,"Spy_Game","Spy Game","Spy Game is a 2001 American spy film directed by Tony Scott and starring Robert Redford and Brad Pitt. The film grossed $62 million in the United States and $143 million worldwide and received mostly positive..."
Lebanon,"Beirut_(film)","Beirut (film)","Beirut, also known as The Negotiator (UK), is a 2018 American espionage thriller film directed by Brad Anderson and written by Tony Gilroy. Set in 1982 during the Lebanese Civil War, the film stars Jon..."
Lebanon,"The_Delta_Force","The Delta Force","The Delta Force is a 1986 American action film starring Chuck Norris and Lee Marvin (in his final film appearance) as leaders of an elite squad of Special Forces troops based on the real life U.S. Army..."
Lebanon,"Capernaum_(film)","Capernaum (film)","Capernaum, also known as Cafarnaúm or Capharnaüm (Arabic: کفرناحوم‎, translated onscreen as Chaos), is a 2018 Lebanese drama film directed by Nadine Labaki. The screenplay was written by Labaki, Jihad..."
